Method,case_id,Lsel,Rmax,centroid_heap_k,max_score,calib_heap_front_alpha,repeats,Q,D_logits,D_in,enum_ms_p50,refine_ms_p50,total_ms_p50,total_qps_p50,refined_vecs_p50,refined_vecs_mean,recall_p50,dataset
NeuRoute,0,14,5,500,0.25,0.5,1,10000,20,96,85.14157,1135.408941,1237.908013,8078.144656,359072015,359072015,0.70858,deep1b100M
NeuRoute,1,14,5,500,0.25,0.6,1,10000,20,96,90.455494,1114.900282,1223.92174,8170.457042,358223654,358223654,0.72395,deep1b100M
NeuRoute,2,14,5,500,0.25,0.7,1,10000,20,96,93.236202,1133.082897,1244.736636,8033.827969,357882349,357882349,0.73041,deep1b100M
NeuRoute,3,14,5,500,0.3,0.5,1,10000,20,96,98.251104,1240.491903,1358.952132,7358.610921,390366540,390366540,0.72393,deep1b100M
NeuRoute,4,14,5,500,0.3,0.6,1,10000,20,96,104.739055,1222.917332,1347.879559,7419.060504,389526788,389526788,0.73826,deep1b100M
NeuRoute,5,14,5,500,0.3,0.7,1,10000,20,96,107.929676,1220.968166,1349.23106,7411.628961,389190080,389190080,0.74356,deep1b100M
NeuRoute,6,14,5,500,0.39,0.5,1,10000,20,96,116.68442,1363.151449,1500.549193,6664.226702,425625280,425625280,0.73989,deep1b100M
NeuRoute,7,14,5,500,0.39,0.6,1,10000,20,96,123.796615,1361.6897,1506.751998,6636.792261,424799216,424799216,0.75101,deep1b100M
NeuRoute,8,14,5,500,0.39,0.7,1,10000,20,96,126.66532,1380.679413,1528.434846,6542.64068,424538870,424538870,0.75418,deep1b100M
NeuRoute,9,14,5,1000,0.25,0.5,1,10000,20,96,132.881401,1969.803566,2123.538934,4709.120158,626090859,626090859,0.79837,deep1b100M
NeuRoute,10,14,5,1000,0.25,0.6,1,10000,20,96,148.173019,1963.496755,2132.364372,4689.630033,623843308,623843308,0.81257,deep1b100M
NeuRoute,11,14,5,1000,0.25,0.7,1,10000,20,96,155.460824,1933.00938,2109.289628,4740.932619,622846280,622846280,0.81774,deep1b100M
NeuRoute,12,14,5,1000,0.3,0.5,1,10000,20,96,151.793688,2097.33225,2270.648302,4404.028572,658304532,658304532,0.80827,deep1b100M
NeuRoute,13,14,5,1000,0.3,0.6,1,10000,20,96,167.499434,2044.115559,2234.035809,4476.203989,656145553,656145553,0.81984,deep1b100M
NeuRoute,14,14,5,1000,0.3,0.7,1,10000,20,96,175.929989,2038.800604,2236.271603,4471.728741,655081770,655081770,0.82424,deep1b100M
NeuRoute,15,14,5,1000,0.39,0.5,1,10000,20,96,172.668074,2170.147578,2366.688369,4225.313367,693529692,693529692,0.81618,deep1b100M
NeuRoute,16,14,5,1000,0.39,0.6,1,10000,20,96,188.774885,2212.340036,2424.715666,4124.194907,691368342,691368342,0.82576,deep1b100M
NeuRoute,17,14,5,1000,0.39,0.7,1,10000,20,96,198.210009,2207.919082,2430.081968,4115.087529,690435427,690435427,0.8279,deep1b100M
NeuRoute,18,14,5,1500,0.25,0.5,1,10000,20,96,161.971938,2738.414627,2923.30645,3420.784024,874156657,874156657,0.83407,deep1b100M
NeuRoute,19,14,5,1500,0.25,0.6,1,10000,20,96,182.5241,2736.137725,2941.491058,3399.636376,870924182,870924182,0.8451,deep1b100M
NeuRoute,20,14,5,1500,0.25,0.7,1,10000,20,96,191.401986,2720.49123,2934.700047,3407.503268,869569976,869569976,0.84909,deep1b100M
NeuRoute,21,14,5,1500,0.3,0.5,1,10000,20,96,183.361625,2826.485475,3033.905966,3296.081063,910455081,910455081,0.84179,deep1b100M
NeuRoute,22,14,5,1500,0.3,0.6,1,10000,20,96,204.332724,2865.94819,3095.396657,3230.603735,906972458,906972458,0.85125,deep1b100M
NeuRoute,23,14,5,1500,0.3,0.7,1,10000,20,96,216.517178,2872.734703,3114.395597,3210.895883,905210726,905210726,0.85454,deep1b100M
NeuRoute,24,14,5,1500,0.39,0.5,1,10000,20,96,204.783992,2985.852495,3216.205574,3109.253986,946631015,946631015,0.84727,deep1b100M
NeuRoute,25,14,5,1500,0.39,0.6,1,10000,20,96,227.83908,2948.849175,3202.560271,3122.501734,943206046,943206046,0.85471,deep1b100M
NeuRoute,26,14,5,1500,0.39,0.7,1,10000,20,96,240.191771,2985.298313,3251.821173,3075.199855,941579515,941579515,0.85638,deep1b100M
NeuRoute,27,15,5,500,0.25,0.5,1,10000,20,96,88.770394,1160.90533,1268.447797,7883.651202,372564012,372564012,0.71079,deep1b100M
NeuRoute,28,15,5,500,0.25,0.6,1,10000,20,96,95.381217,1162.843024,1277.583348,7827.277974,371700194,371700194,0.72679,deep1b100M
NeuRoute,29,15,5,500,0.25,0.7,1,10000,20,96,98.269358,1176.870785,1294.348086,7725.897004,371350630,371350630,0.7331,deep1b100M
NeuRoute,30,15,5,500,0.3,0.5,1,10000,20,96,106.404798,1330.840024,1458.301642,6857.291874,418726806,418726806,0.72684,deep1b100M
NeuRoute,31,15,5,500,0.3,0.6,1,10000,20,96,113.331173,1324.282622,1458.65705,6855.621066,417899291,417899291,0.74154,deep1b100M
NeuRoute,32,15,5,500,0.3,0.7,1,10000,20,96,116.141118,1342.586304,1479.328655,6759.82309,417545220,417545220,0.74658,deep1b100M
NeuRoute,33,15,5,500,0.39,0.5,1,10000,20,96,128.700277,1553.623486,1706.282712,5860.6935,482138717,482138717,0.74239,deep1b100M
NeuRoute,34,15,5,500,0.39,0.6,1,10000,20,96,136.295952,1552.391951,1712.192065,5840.466268,481300260,481300260,0.75395,deep1b100M
NeuRoute,35,15,5,500,0.39,0.7,1,10000,20,96,139.860495,1577.762172,1741.201481,5743.160748,481038611,481038611,0.75697,deep1b100M
NeuRoute,36,15,5,1000,0.25,0.5,1,10000,20,96,143.274446,2011.563271,2176.475318,4594.58461,640088679,640088679,0.80306,deep1b100M
NeuRoute,37,15,5,1000,0.25,0.6,1,10000,20,96,159.52663,2032.820958,2214.240281,4516.221697,637757550,637757550,0.81747,deep1b100M
NeuRoute,38,15,5,1000,0.25,0.7,1,10000,20,96,167.445021,1982.564325,2170.942273,4606.294752,636814296,636814296,0.82292,deep1b100M
NeuRoute,39,15,5,1000,0.3,0.5,1,10000,20,96,165.530351,2162.913274,2352.067302,4251.579022,687114578,687114578,0.81307,deep1b100M
NeuRoute,40,15,5,1000,0.3,0.6,1,10000,20,96,183.315077,2192.607327,2399.457195,4167.60925,684812655,684812655,0.82506,deep1b100M
NeuRoute,41,15,5,1000,0.3,0.7,1,10000,20,96,191.57965,2206.207784,2420.960645,4130.591722,683745993,683745993,0.82959,deep1b100M
NeuRoute,42,15,5,1000,0.39,0.5,1,10000,20,96,193.441291,2382.260874,2601.639574,3843.729969,750374806,750374806,0.82115,deep1b100M
NeuRoute,43,15,5,1000,0.39,0.6,1,10000,20,96,212.711471,2416.147733,2655.43875,3765.856019,748127204,748127204,0.83098,deep1b100M
NeuRoute,44,15,5,1000,0.39,0.7,1,10000,20,96,222.254868,2391.669949,2640.856457,3786.65034,747189761,747189761,0.83294,deep1b100M
NeuRoute,45,15,5,1500,0.25,0.5,1,10000,20,96,175.334318,2778.962463,2977.987364,3357.97261,889717609,889717609,0.83969,deep1b100M
NeuRoute,46,15,5,1500,0.25,0.6,1,10000,20,96,198.172028,2806.026289,3027.918285,3302.599033,886337803,886337803,0.85113,deep1b100M
NeuRoute,47,15,5,1500,0.25,0.7,1,10000,20,96,208.796589,2766.551602,2999.604177,3333.773195,884902456,884902456,0.85514,deep1b100M
NeuRoute,48,15,5,1500,0.3,0.5,1,10000,20,96,199.851165,2963.757112,3189.496573,3135.291031,940649029,940649029,0.8475,deep1b100M
NeuRoute,49,15,5,1500,0.3,0.6,1,10000,20,96,226.848928,2981.339077,3235.090539,3091.103596,936981667,936981667,0.85752,deep1b100M
NeuRoute,50,15,5,1500,0.3,0.7,1,10000,20,96,238.890614,2980.275928,3245.346187,3081.335372,935183981,935183981,0.86088,deep1b100M
NeuRoute,51,15,5,1500,0.39,0.5,1,10000,20,96,232.601236,3251.344026,3513.390407,2846.253573,1004774076,1004774076,0.85341,deep1b100M
NeuRoute,52,15,5,1500,0.39,0.6,1,10000,20,96,259.888664,3171.455114,3459.713752,2890.412536,1001181506,1001181506,0.86135,deep1b100M
NeuRoute,53,15,5,1500,0.39,0.7,1,10000,20,96,276.515483,3169.55436,3475.422524,2877.347986,999532116,999532116,0.86278,deep1b100M
NeuRoute,54,15,6,500,0.25,0.5,1,10000,20,96,101.018338,1264.478893,1386.665271,7211.54572,402648459,402648459,0.7162,deep1b100M
NeuRoute,55,15,6,500,0.25,0.6,1,10000,20,96,108.440757,1283.113598,1412.127655,7081.512755,401777577,401777577,0.73264,deep1b100M
NeuRoute,56,15,6,500,0.25,0.7,1,10000,20,96,111.444175,1285.647924,1417.621758,7054.067803,401446247,401446247,0.73914,deep1b100M
NeuRoute,57,15,6,500,0.3,0.5,1,10000,20,96,124.485881,1567.472241,1716.030524,5827.40217,486301686,486301686,0.73329,deep1b100M
NeuRoute,58,15,6,500,0.3,0.6,1,10000,20,96,132.659463,1546.943824,1703.796355,5869.246034,485456105,485456105,0.7483,deep1b100M
NeuRoute,59,15,6,500,0.3,0.7,1,10000,20,96,135.809127,1571.647733,1731.605033,5774.98899,485112144,485112144,0.75347,deep1b100M
NeuRoute,60,15,6,500,0.39,0.5,1,10000,20,96,160.179398,2121.985423,2313.277602,4322.870714,640797596,640797596,0.74988,deep1b100M
NeuRoute,61,15,6,500,0.39,0.6,1,10000,20,96,168.562273,2069.725572,2268.941162,4407.342142,639951357,639951357,0.76158,deep1b100M
NeuRoute,62,15,6,500,0.39,0.7,1,10000,20,96,172.04387,2116.416791,2319.281093,4311.680904,639698681,639698681,0.76458,deep1b100M
NeuRoute,63,15,6,1000,0.25,0.5,1,10000,20,96,165.610452,2127.110993,2315.824433,4318.116632,670295021,670295021,0.81302,deep1b100M
NeuRoute,64,15,6,1000,0.25,0.6,1,10000,20,96,184.321239,2083.350295,2290.386513,4366.075308,667867910,667867910,0.82798,deep1b100M
NeuRoute,65,15,6,1000,0.25,0.7,1,10000,20,96,193.432645,2104.95212,2321.152382,4308.204872,666919310,666919310,0.83319,deep1b100M
NeuRoute,66,15,6,1000,0.3,0.5,1,10000,20,96,198.669102,2413.968986,2640.085466,3787.756165,754794549,754794549,0.82393,deep1b100M
NeuRoute,67,15,6,1000,0.3,0.6,1,10000,20,96,218.486091,2414.617646,2659.620084,3759.935511,752400638,752400638,0.8363,deep1b100M
NeuRoute,68,15,6,1000,0.3,0.7,1,10000,20,96,229.278608,2414.661277,2670.713045,3744.318402,751332942,751332942,0.84084,deep1b100M
NeuRoute,69,15,6,1000,0.39,0.5,1,10000,20,96,245.358999,2895.759975,3173.953193,3150.645076,909167306,909167306,0.83325,deep1b100M
NeuRoute,70,15,6,1000,0.39,0.6,1,10000,20,96,269.867661,2885.067937,3188.921533,3135.856401,906856326,906856326,0.84307,deep1b100M
NeuRoute,71,15,6,1000,0.39,0.7,1,10000,20,96,281.344174,2982.028233,3295.2254,3034.693772,905886284,905886284,0.8451,deep1b100M
NeuRoute,72,15,6,1500,0.25,0.5,1,10000,20,96,205.52202,2899.821644,3130.307221,3194.57462,920936733,920936733,0.85182,deep1b100M
NeuRoute,73,15,6,1500,0.25,0.6,1,10000,20,96,232.968637,2897.203019,3155.680939,3168.888171,917534876,917534876,0.8642,deep1b100M
NeuRoute,74,15,6,1500,0.25,0.7,1,10000,20,96,243.994313,2876.671126,3146.551971,3178.081942,916113170,916113170,0.86811,deep1b100M
NeuRoute,75,15,6,1500,0.3,0.5,1,10000,20,96,244.458926,3184.777279,3458.125715,2891.739868,1009447534,1009447534,0.86068,deep1b100M
NeuRoute,76,15,6,1500,0.3,0.6,1,10000,20,96,276.294978,3211.619048,3516.498823,2843.737622,1005621770,1005621770,0.87143,deep1b100M
NeuRoute,77,15,6,1500,0.3,0.7,1,10000,20,96,293.198808,3196.456523,3518.265235,2842.309869,1003788637,1003788637,0.87465,deep1b100M
NeuRoute,78,15,6,1500,0.39,0.5,1,10000,20,96,299.725922,3741.400349,4077.42167,2452.530253,1164645291,1164645291,0.86754,deep1b100M
NeuRoute,79,15,6,1500,0.39,0.6,1,10000,20,96,337.420793,3682.934016,4056.048605,2465.45369,1160953207,1160953207,0.87554,deep1b100M
NeuRoute,80,15,6,1500,0.39,0.7,1,10000,20,96,354.806869,3800.287134,4190.7879,2386.186139,1159229575,1159229575,0.87716,deep1b100M
NeuRoute,0,14,5,2000,0.25,0.5,1,10000,20,96,181.997409,3430.195859,3637.888011,2748.847675,1102069190,1102069190,0.85183,deep1b100M
NeuRoute,1,14,5,2000,0.25,0.6,1,10000,20,96,202.628469,3432.650496,3659.817452,2732.376719,1098375735,1098375735,0.86023,deep1b100M
NeuRoute,2,14,5,2000,0.25,0.7,1,10000,20,96,212.459938,3431.138162,3668.794985,2725.690599,1096799158,1096799158,0.86307,deep1b100M
NeuRoute,3,14,5,2000,0.3,0.5,1,10000,20,96,204.03332,3573.260791,3803.684071,2629.030123,1145827364,1145827364,0.85944,deep1b100M
NeuRoute,4,14,5,2000,0.3,0.6,1,10000,20,96,228.254642,3580.246489,3835.441355,2607.26187,1141385166,1141385166,0.86714,deep1b100M
NeuRoute,5,14,5,2000,0.3,0.7,1,10000,20,96,242.501354,3577.947766,3847.36526,2599.181342,1139204956,1139204956,0.86954,deep1b100M
NeuRoute,6,14,5,2000,0.39,0.5,1,10000,20,96,225.819702,3739.182648,3993.041322,2504.356753,1184001582,1184001582,0.86387,deep1b100M
NeuRoute,7,14,5,2000,0.39,0.6,1,10000,20,96,254.083897,3674.046041,3957.300657,2526.975044,1179616828,1179616828,0.87006,deep1b100M
NeuRoute,8,14,5,2000,0.39,0.7,1,10000,20,96,268.512632,3751.302291,4048.103003,2470.292874,1177406368,1177406368,0.87141,deep1b100M
NeuRoute,9,14,5,2500,0.25,0.5,1,10000,20,96,192.011272,4042.632043,4261.972391,2346.331483,1309061950,1309061950,0.86246,deep1b100M
NeuRoute,10,14,5,2500,0.25,0.6,1,10000,20,96,214.317842,4112.636967,4353.906315,2296.788051,1305164655,1305164655,0.86909,deep1b100M
NeuRoute,11,14,5,2500,0.25,0.7,1,10000,20,96,224.671002,4093.010536,4343.987642,2302.032332,1303697599,1303697599,0.87086,deep1b100M
NeuRoute,12,14,5,2500,0.3,0.5,1,10000,20,96,217.968026,4263.452745,4509.605126,2217.489053,1364415765,1364415765,0.87043,deep1b100M
NeuRoute,13,14,5,2500,0.3,0.6,1,10000,20,96,243.521122,4198.279959,4470.13095,2237.07093,1359505071,1359505071,0.87647,deep1b100M
NeuRoute,14,14,5,2500,0.3,0.7,1,10000,20,96,258.135607,4263.52471,4550.839121,2197.396949,1357118004,1357118004,0.87809,deep1b100M
NeuRoute,15,14,5,2500,0.39,0.5,1,10000,20,96,242.755293,4391.829163,4664.344262,2143.924084,1406513297,1406513297,0.87429,deep1b100M
NeuRoute,16,14,5,2500,0.39,0.6,1,10000,20,96,270.583918,4413.680568,4714.655729,2121.045645,1401469983,1401469983,0.87895,deep1b100M
NeuRoute,17,14,5,2500,0.39,0.7,1,10000,20,96,286.151744,4375.619469,4692.108246,2131.238129,1398808880,1398808880,0.87997,deep1b100M
NeuRoute,18,14,5,3000,0.25,0.5,1,10000,20,96,202.042416,4632.400128,4863.416463,2056.167732,1495157620,1495157620,0.86933,deep1b100M
NeuRoute,19,14,5,3000,0.25,0.6,1,10000,20,96,224.149682,4607.274345,4860.926881,2057.220823,1491305444,1491305444,0.87452,deep1b100M
NeuRoute,20,14,5,3000,0.25,0.7,1,10000,20,96,233.958208,4614.025472,4877.43661,2050.257297,1489886275,1489886275,0.87547,deep1b100M
NeuRoute,21,14,5,3000,0.3,0.5,1,10000,20,96,232.382475,4873.766909,5137.237328,1946.571544,1564945256,1564945256,0.87786,deep1b100M
NeuRoute,22,14,5,3000,0.3,0.6,1,10000,20,96,257.393701,4836.243521,5124.702194,1951.332901,1559728068,1559728068,0.88237,deep1b100M
NeuRoute,23,14,5,3000,0.3,0.7,1,10000,20,96,272.822297,4842.006058,5145.2569,1943.537552,1557034500,1557034500,0.8837,deep1b100M
NeuRoute,24,14,5,3000,0.39,0.5,1,10000,20,96,257.836825,5062.313524,5352.902835,1868.145249,1612291252,1612291252,0.88136,deep1b100M
NeuRoute,25,14,5,3000,0.39,0.6,1,10000,20,96,286.371077,5069.862982,5388.881517,1855.672642,1606778428,1606778428,0.88496,deep1b100M
NeuRoute,26,14,5,3000,0.39,0.7,1,10000,20,96,302.08583,5057.422116,5391.872582,1854.643233,1603680158,1603680158,0.886,deep1b100M
NeuRoute,27,15,5,2000,0.25,0.5,1,10000,20,96,194.430631,3515.120631,3735.045728,2677.343392,1120259758,1120259758,0.85847,deep1b100M
NeuRoute,28,15,5,2000,0.25,0.6,1,10000,20,96,220.287909,3510.73308,3756.747652,2661.876955,1116412140,1116412140,0.86759,deep1b100M
NeuRoute,29,15,5,2000,0.25,0.7,1,10000,20,96,232.511177,3509.626399,3768.241136,2653.757984,1114726546,1114726546,0.8704,deep1b100M
NeuRoute,30,15,5,2000,0.3,0.5,1,10000,20,96,226.133593,3696.70853,3950.367057,2531.410336,1178399348,1178399348,0.86665,deep1b100M
NeuRoute,31,15,5,2000,0.3,0.6,1,10000,20,96,255.980193,3689.207764,3973.730906,2516.526719,1173672562,1173672562,0.87466,deep1b100M
NeuRoute,32,15,5,2000,0.3,0.7,1,10000,20,96,274.202252,3708.573494,4011.410407,2492.888781,1171397339,1171397339,0.87703,deep1b100M
NeuRoute,33,15,5,2000,0.39,0.5,1,10000,20,96,260.239313,3971.672755,4262.553063,2346.011851,1244513290,1244513290,0.8715,deep1b100M
NeuRoute,34,15,5,2000,0.39,0.6,1,10000,20,96,293.167459,3920.256331,4243.88221,2356.333071,1239774801,1239774801,0.87764,deep1b100M
NeuRoute,35,15,5,2000,0.39,0.7,1,10000,20,96,311.479106,3939.795927,4283.695925,2334.432736,1237487948,1237487948,0.8789,deep1b100M
NeuRoute,36,15,5,2500,0.25,0.5,1,10000,20,96,210.060555,4133.861452,4373.210208,2286.649743,1331816227,1331816227,0.86981,deep1b100M
NeuRoute,37,15,5,2500,0.25,0.6,1,10000,20,96,235.534432,4108.813406,4372.941372,2286.79032,1327734887,1327734887,0.87713,deep1b100M
NeuRoute,38,15,5,2500,0.25,0.7,1,10000,20,96,247.932619,4130.691019,4407.100603,2269.065515,1326238937,1326238937,0.87876,deep1b100M
NeuRoute,39,15,5,2500,0.3,0.5,1,10000,20,96,243.74342,4364.15064,4639.52155,2155.394666,1401192496,1401192496,0.87831,deep1b100M
NeuRoute,40,15,5,2500,0.3,0.6,1,10000,20,96,277.359681,4368.502865,4677.568933,2137.862668,1395880953,1395880953,0.88485,deep1b100M
NeuRoute,41,15,5,2500,0.3,0.7,1,10000,20,96,294.119339,4422.069624,4747.072904,2106.561286,1393337612,1393337612,0.88659,deep1b100M
NeuRoute,42,15,5,2500,0.39,0.5,1,10000,20,96,281.952528,4665.442127,4981.030552,2007.616676,1471132821,1471132821,0.88256,deep1b100M
NeuRoute,43,15,5,2500,0.39,0.6,1,10000,20,96,315.325349,4615.687648,4965.199609,2014.017721,1465471232,1465471232,0.88743,deep1b100M
NeuRoute,44,15,5,2500,0.39,0.7,1,10000,20,96,335.413739,4584.088782,4956.280325,2017.642132,1462604046,1462604046,0.88852,deep1b100M
NeuRoute,45,15,5,3000,0.25,0.5,1,10000,20,96,221.073106,4692.786602,4944.752406,2022.34595,1523579769,1523579769,0.87709,deep1b100M
NeuRoute,46,15,5,3000,0.25,0.6,1,10000,20,96,247.221402,4716.007501,4993.712342,2002.51823,1519370824,1519370824,0.88291,deep1b100M
NeuRoute,47,15,5,3000,0.25,0.7,1,10000,20,96,259.603498,4707.079902,4997.31695,2001.073796,1517954330,1517954330,0.88385,deep1b100M
NeuRoute,48,15,5,3000,0.3,0.5,1,10000,20,96,258.731407,5071.452151,5363.268158,1864.534777,1607816604,1607816604,0.88619,deep1b100M
NeuRoute,49,15,5,3000,0.3,0.6,1,10000,20,96,294.854081,5000.843452,5328.428547,1876.725926,1601913877,1601913877,0.89149,deep1b100M
NeuRoute,50,15,5,3000,0.3,0.7,1,10000,20,96,312.721723,4953.876715,5299.385378,1887.011283,1598968171,1598968171,0.89285,deep1b100M
NeuRoute,51,15,5,3000,0.39,0.5,1,10000,20,96,298.813497,5294.944726,5628.969513,1776.5241,1682989212,1682989212,0.89008,deep1b100M
NeuRoute,52,15,5,3000,0.39,0.6,1,10000,20,96,336.527763,5295.554503,5667.017497,1764.596634,1676634935,1676634935,0.89428,deep1b100M
NeuRoute,53,15,5,3000,0.39,0.7,1,10000,20,96,356.507838,5248.828369,5639.795943,1773.113797,1673124779,1673124779,0.89515,deep1b100M
NeuRoute,54,15,6,2000,0.25,0.5,1,10000,20,96,231.716813,3610.570878,3870.418384,2583.700005,1153549722,1153549722,0.87312,deep1b100M
NeuRoute,55,15,6,2000,0.25,0.6,1,10000,20,96,261.616333,3626.760605,3915.935214,2553.668397,1149614202,1149614202,0.88282,deep1b100M
NeuRoute,56,15,6,2000,0.25,0.7,1,10000,20,96,277.529029,3602.05908,3907.309031,2559.306142,1147978040,1147978040,0.88552,deep1b100M
NeuRoute,57,15,6,2000,0.3,0.5,1,10000,20,96,278.201674,3986.952201,4296.100132,2327.692487,1249372490,1249372490,0.88233,deep1b100M
NeuRoute,58,15,6,2000,0.3,0.6,1,10000,20,96,318.050504,3921.306275,4270.766198,2341.500222,1244373834,1244373834,0.89106,deep1b100M
NeuRoute,59,15,6,2000,0.3,0.7,1,10000,20,96,338.412658,3947.378067,4317.292047,2316.266746,1242075791,1242075791,0.8935,deep1b100M
NeuRoute,60,15,6,2000,0.39,0.5,1,10000,20,96,342.746147,4542.339187,4922.514554,2031.482059,1406712201,1406712201,0.88841,deep1b100M
NeuRoute,61,15,6,2000,0.39,0.6,1,10000,20,96,388.576608,4436.303473,4861.695857,2056.895432,1401785879,1401785879,0.89481,deep1b100M
NeuRoute,62,15,6,2000,0.39,0.7,1,10000,20,96,415.040546,4509.413325,4961.936322,2015.342268,1399362254,1399362254,0.89638,deep1b100M
NeuRoute,63,15,6,2500,0.25,0.5,1,10000,20,96,252.694735,4230.986017,4511.684757,2216.466916,1368804462,1368804462,0.88662,deep1b100M
NeuRoute,64,15,6,2500,0.25,0.6,1,10000,20,96,282.143737,4264.94979,4575.785536,2185.41711,1364644987,1364644987,0.89431,deep1b100M
