Method,dataset,Lsel,Rmax,centroid_heap_k,max_score,calib_heap_front_alpha,repeats,Q,D_logits,D_in,enum_ms_p50,refine_ms_p50,total_ms_p50,total_qps_p50,refined_vecs_p50,refined_vecs_mean,recall_p50,train_time_s,add_time_s,build_time_s
NeuRoute,img1536,13,5,100,0.09,0.7,1,10000,16,1536,19.232699,4933.733098,5175.094421,1932.331893,104268667,104268667,0.80908,,,
NeuRoute,img1536,12,5,100,0.09,0.7,1,10000,16,1536,17.291829,4472.868081,4711.793662,2122.334023,94952615,94952615,0.80878,,,
NeuRoute,img1536,12,5,100,0.09,0.7,1,10000,16,1536,17.291829,4472.868081,4711.793662,2122.334023,94952615,94952615,0.80878,,,
NeuRoute,img1536,13,4,100,0.09,0.7,1,10000,16,1536,16.229231,4037.94557,4281.173342,2335.808247,86622339,86622339,0.8083,,,
NeuRoute,img1536,12,4,100,0.09,0.7,1,10000,16,1536,15.490983,3840.672962,4078.236061,2452.040502,81238735,81238735,0.80807,,,
NeuRoute,img1536,13,5,100,0.09,0.6,1,10000,16,1536,19.291831,5003.988814,5245.588755,1906.363702,104283539,104283539,0.8078,,,
NeuRoute,img1536,13,5,100,0.09,0.6,1,10000,16,1536,19.291831,5003.988814,5245.588755,1906.363702,104283539,104283539,0.8078,,,
NeuRoute,img1536,13,5,100,0.09,0.6,1,10000,16,1536,18.899503,5011.4151,5252.39241,1903.894306,104300403,104300403,0.80776,,,
NeuRoute,img1536,12,5,100,0.09,0.6,1,10000,16,1536,17.162827,4496.486469,4734.847879,2112.00027,94967067,94967067,0.8075,,,
NeuRoute,img1536,12,5,100,0.09,0.6,1,10000,16,1536,17.162827,4496.486469,4734.847879,2112.00027,94967067,94967067,0.8075,,,
NeuRoute,img1536,12,5,100,0.09,0.6,1,10000,16,1536,17.610038,4495.157478,4737.178661,2110.961126,94983048,94983048,0.80744,,,
NeuRoute,img1536,13,4,100,0.09,0.7,1,10000,16,1536,16.074801,4132.676816,4370.149074,2288.25146,86614339,86614339,0.80729,,,
NeuRoute,img1536,13,4,100,0.09,0.7,1,10000,16,1536,16.074801,4132.676816,4370.149074,2288.25146,86614339,86614339,0.80729,,,
NeuRoute,img1536,12,4,100,0.09,0.7,1,10000,16,1536,15.185188,3860.346587,4097.198878,2440.691872,81232273,81232273,0.80708,,,
NeuRoute,img1536,12,4,100,0.09,0.7,1,10000,16,1536,15.185188,3860.346587,4097.198878,2440.691872,81232273,81232273,0.80708,,,
NeuRoute,img1536,13,4,100,0.09,0.6,1,10000,16,1536,15.812838,4013.2719,4249.365535,2353.29249,86627888,86627888,0.80607,,,
NeuRoute,img1536,13,4,100,0.09,0.6,1,10000,16,1536,15.812838,4013.2719,4249.365535,2353.29249,86627888,86627888,0.80607,,,
NeuRoute,img1536,13,4,100,0.09,0.6,1,10000,16,1536,15.942191,4033.570732,4272.369185,2340.621694,86642381,86642381,0.80607,,,
NeuRoute,img1536,12,4,100,0.09,0.6,1,10000,16,1536,15.221737,3807.9312,4043.678214,2472.995988,81245402,81245402,0.80586,,,
NeuRoute,img1536,12,4,100,0.09,0.6,1,10000,16,1536,15.221737,3807.9312,4043.678214,2472.995988,81245402,81245402,0.80586,,,
NeuRoute,img1536,12,4,100,0.09,0.6,1,10000,16,1536,15.046878,3854.33244,4090.372906,2444.764873,81258496,81258496,0.80584,,,
NeuRoute,img1536,13,5,100,0.09,0.5,1,10000,16,1536,18.792021,4930.874643,5172.134935,1933.43757,104316365,104316365,0.80416,,,
NeuRoute,img1536,13,5,100,0.09,0.5,1,10000,16,1536,18.792021,4930.874643,5172.134935,1933.43757,104316365,104316365,0.80416,,,
NeuRoute,img1536,12,5,100,0.09,0.5,1,10000,16,1536,17.061306,4449.048486,4687.82194,2133.186825,94999239,94999239,0.80385,,,
NeuRoute,img1536,12,5,100,0.09,0.5,1,10000,16,1536,17.061306,4449.048486,4687.82194,2133.186825,94999239,94999239,0.80385,,,
NeuRoute,img1536,13,4,100,0.09,0.5,1,10000,16,1536,15.611138,4077.533652,4313.826212,2318.127692,86660077,86660077,0.8025,,,
NeuRoute,img1536,13,4,100,0.09,0.5,1,10000,16,1536,15.611138,4077.533652,4313.826212,2318.127692,86660077,86660077,0.8025,,,
NeuRoute,img1536,12,4,100,0.09,0.5,1,10000,16,1536,15.163017,3793.589068,4029.244809,2481.854659,81277146,81277146,0.80228,,,
NeuRoute,img1536,12,4,100,0.09,0.5,1,10000,16,1536,15.163017,3793.589068,4029.244809,2481.854659,81277146,81277146,0.80228,,,
NeuRoute,img1536,13,5,100,0.09,0.5,1,10000,16,1536,18.499401,4993.848884,5236.32855,1909.735018,104350223,104350223,0.80222,,,
NeuRoute,img1536,12,5,100,0.09,0.5,1,10000,16,1536,16.972389,4409.655309,4649.832775,2150.614976,95033025,95033025,0.80192,,,
NeuRoute,img1536,13,4,100,0.09,0.5,1,10000,16,1536,15.625306,4123.340567,4363.748856,2291.60759,86688388,86688388,0.80048,,,
NeuRoute,img1536,12,4,100,0.09,0.5,1,10000,16,1536,14.68142,3844.935588,4082.427905,2449.522743,81304549,81304549,0.80027,,,
NeuRoute,img1536,13,5,50,0.09,0.7,1,10000,16,1536,15.635825,3595.398897,3833.762425,2608.403675,74075809,74075809,0.73217,,,
NeuRoute,img1536,12,5,50,0.09,0.7,1,10000,16,1536,13.889811,3176.594941,3413.821671,2929.268416,64758756,64758756,0.73184,,,
NeuRoute,img1536,13,5,50,0.09,0.7,1,10000,16,1536,15.630104,3617.669126,3854.039732,2594.680049,74066884,74066884,0.73111,,,
NeuRoute,img1536,13,5,50,0.09,0.7,1,10000,16,1536,15.630104,3617.669126,3854.039732,2594.680049,74066884,74066884,0.73111,,,
NeuRoute,img1536,13,4,50,0.09,0.7,1,10000,16,1536,12.540153,2704.794149,2939.37859,3402.079621,56417435,56417435,0.73085,,,
NeuRoute,img1536,12,5,50,0.09,0.7,1,10000,16,1536,14.061635,3196.763658,3431.375837,2914.282922,64749596,64749596,0.73078,,,
NeuRoute,img1536,12,5,50,0.09,0.7,1,10000,16,1536,14.061635,3196.763658,3431.375837,2914.282922,64749596,64749596,0.73078,,,
NeuRoute,img1536,12,4,50,0.09,0.7,1,10000,16,1536,11.6297,2429.47442,2662.322526,3756.118916,51034629,51034629,0.73061,,,
NeuRoute,img1536,13,5,50,0.09,0.6,1,10000,16,1536,15.756482,3662.32101,3899.308046,2564.557578,74067964,74067964,0.73046,,,
NeuRoute,img1536,13,5,50,0.09,0.6,1,10000,16,1536,15.756482,3662.32101,3899.308046,2564.557578,74067964,74067964,0.73046,,,
NeuRoute,img1536,13,5,50,0.09,0.6,1,10000,16,1536,15.693233,3660.370493,3899.085743,2564.703794,74082255,74082255,0.73016,,,
NeuRoute,img1536,12,5,50,0.09,0.6,1,10000,16,1536,13.709722,3130.874805,3366.098574,2970.798323,64750715,64750715,0.73014,,,
NeuRoute,img1536,12,5,50,0.09,0.6,1,10000,16,1536,13.709722,3130.874805,3366.098574,2970.798323,64750715,64750715,0.73014,,,
NeuRoute,img1536,12,5,50,0.09,0.6,1,10000,16,1536,14.09143,3175.56867,3413.117237,2929.872989,64765280,64765280,0.72983,,,
NeuRoute,img1536,13,4,50,0.09,0.7,1,10000,16,1536,12.377677,2769.582267,3001.556014,3331.605325,56408076,56408076,0.72979,,,
NeuRoute,img1536,13,4,50,0.09,0.7,1,10000,16,1536,12.377677,2769.582267,3001.556014,3331.605325,56408076,56408076,0.72979,,,
NeuRoute,img1536,12,4,50,0.09,0.7,1,10000,16,1536,11.492233,2467.28757,2697.8864,3706.605289,51025035,51025035,0.72955,,,
NeuRoute,img1536,12,4,50,0.09,0.7,1,10000,16,1536,11.492233,2467.28757,2697.8864,3706.605289,51025035,51025035,0.72955,,,
NeuRoute,img1536,13,4,50,0.09,0.6,1,10000,16,1536,12.428263,2692.81777,2926.16432,3417.443078,56409300,56409300,0.72914,,,
NeuRoute,img1536,13,4,50,0.09,0.6,1,10000,16,1536,12.428263,2692.81777,2926.16432,3417.443078,56409300,56409300,0.72914,,,
NeuRoute,img1536,12,4,50,0.09,0.6,1,10000,16,1536,11.668705,2456.567929,2690.746382,3716.440935,51026298,51026298,0.72891,,,
NeuRoute,img1536,12,4,50,0.09,0.6,1,10000,16,1536,11.668705,2456.567929,2690.746382,3716.440935,51026298,51026298,0.72891,,,
NeuRoute,img1536,13,4,50,0.09,0.6,1,10000,16,1536,12.39534,2737.735759,2970.655189,3366.260762,56423523,56423523,0.72884,,,
NeuRoute,img1536,12,4,50,0.09,0.6,1,10000,16,1536,11.848111,2453.192775,2684.772806,3724.709956,51040795,51040795,0.7286,,,
NeuRoute,img1536,13,5,50,0.09,0.5,1,10000,16,1536,15.485403,3653.269066,3890.693735,2570.235717,74073487,74073487,0.72811,,,
NeuRoute,img1536,13,5,50,0.09,0.5,1,10000,16,1536,15.485403,3653.269066,3890.693735,2570.235717,74073487,74073487,0.72811,,,
NeuRoute,img1536,12,5,50,0.09,0.5,1,10000,16,1536,13.583025,3200.733243,3435.563683,2910.730501,64756461,64756461,0.72779,,,
NeuRoute,img1536,12,5,50,0.09,0.5,1,10000,16,1536,13.583025,3200.733243,3435.563683,2910.730501,64756461,64756461,0.72779,,,
NeuRoute,img1536,13,4,50,0.09,0.5,1,10000,16,1536,12.264836,2722.510141,2957.418477,3381.327356,56414767,56414767,0.72679,,,
NeuRoute,img1536,13,4,50,0.09,0.5,1,10000,16,1536,12.264836,2722.510141,2957.418477,3381.327356,56414767,56414767,0.72679,,,
NeuRoute,img1536,12,4,50,0.09,0.5,1,10000,16,1536,11.411622,2408.930769,2641.849203,3785.227404,51031988,51031988,0.72656,1124.42,1271.36,2395.79
NeuRoute,img1536,12,4,50,0.09,0.5,1,10000,16,1536,11.411622,2408.930769,2641.849203,3785.227404,51031988,51031988,0.72656,,,
NeuRoute,img1536,13,5,50,0.09,0.5,1,10000,16,1536,15.731755,3646.905291,3884.920093,2574.055517,74092888,74092888,0.7255,,,
NeuRoute,img1536,13,5,50,0.07,0.7,1,10000,16,1536,13.526758,2578.046856,2814.294065,3553.288949,54332784,54332784,0.72549,,,
NeuRoute,img1536,12,5,50,0.07,0.7,1,10000,16,1536,12.414256,2399.554672,2633.241386,3797.600954,51030650,51030650,0.7252,,,
NeuRoute,img1536,12,5,50,0.09,0.5,1,10000,16,1536,14.064239,3122.49479,3358.661898,2977.3762,64775865,64775865,0.72517,,,
NeuRoute,img1536,13,4,50,0.07,0.7,1,10000,16,1536,11.507511,2224.188207,2457.796262,4068.685495,46966451,46966451,0.7243,,,
NeuRoute,img1536,13,4,50,0.09,0.5,1,10000,16,1536,12.364082,2683.784297,2918.129819,3426.85234,56434122,56434122,0.72419,,,
NeuRoute,img1536,12,4,50,0.07,0.7,1,10000,16,1536,10.872327,2120.2769,2352.168988,4251.395223,44671972,44671972,0.72408,,,
NeuRoute,img1536,12,4,50,0.09,0.5,1,10000,16,1536,11.215692,2420.433788,2652.414362,3770.149997,51051346,51051346,0.72395,,,
NeuRoute,img1536,13,5,50,0.07,0.6,1,10000,16,1536,13.335999,2619.185943,2855.304109,3502.253917,54338577,54338577,0.72322,,,
NeuRoute,img1536,12,5,50,0.07,0.6,1,10000,16,1536,12.193892,2448.250149,2683.5357,3726.427042,51036546,51036546,0.72293,,,
NeuRoute,img1536,13,4,50,0.07,0.6,1,10000,16,1536,11.491591,2251.603755,2484.542712,4024.885526,46971580,46971580,0.72206,,,
NeuRoute,img1536,12,4,50,0.07,0.6,1,10000,16,1536,10.665358,2127.885208,2358.950692,4239.172965,44677204,44677204,0.72184,,,
NeuRoute,img1536,13,5,50,0.07,0.5,1,10000,16,1536,13.269445,2583.230595,2820.549238,3545.408768,54344759,54344759,0.71882,,,
NeuRoute,img1536,12,5,50,0.07,0.5,1,10000,16,1536,12.075028,2433.806006,2668.262296,3747.757488,51042702,51042702,0.71853,,,
NeuRoute,img1536,13,4,50,0.07,0.5,1,10000,16,1536,11.220722,2187.612202,2418.862784,4134.174152,46977747,46977747,0.71766,,,
NeuRoute,img1536,12,4,50,0.07,0.5,1,10000,16,1536,10.585968,2128.169493,2359.648785,4237.918822,44683345,44683345,0.71744,,,
NeuRoute,img1536,13,5,30,0.09,0.7,1,10000,16,1536,14.20284,3178.016575,3414.740099,2928.480561,61729775,61729775,0.67516,,,
NeuRoute,img1536,12,5,30,0.09,0.7,1,10000,16,1536,12.371185,2628.317135,2864.739433,3490.718871,52413068,52413068,0.67484,,,
NeuRoute,img1536,13,4,30,0.09,0.7,1,10000,16,1536,11.021628,2167.864514,2400.921954,4165.066667,44071189,44071189,0.67387,,,
NeuRoute,img1536,12,4,30,0.09,0.7,1,10000,16,1536,10.291023,1879.728053,2111.232401,4736.569975,38688729,38688729,0.67364,,,
NeuRoute,img1536,13,5,30,0.09,0.6,1,10000,16,1536,14.094987,3184.962948,3422.287542,2922.02215,61740620,61740620,0.67338,,,
NeuRoute,img1536,12,5,30,0.09,0.6,1,10000,16,1536,12.286325,2621.169423,2858.457138,3498.390746,52423913,52423913,0.67306,,,
NeuRoute,img1536,13,4,30,0.09,0.6,1,10000,16,1536,11.211645,2152.912505,2385.684538,4191.669033,44081962,44081962,0.67208,,,
NeuRoute,img1536,12,4,30,0.09,0.6,1,10000,16,1536,10.277828,1890.859396,2121.334098,4714.014643,38699502,38699502,0.67185,,,
NeuRoute,img1536,13,5,30,0.07,0.7,1,10000,16,1536,11.896723,2080.024121,2314.829017,4319.973495,42017771,42017771,0.66936,,,
NeuRoute,img1536,12,5,30,0.07,0.7,1,10000,16,1536,11.025846,1877.430201,2109.023777,4741.530233,38716013,38716013,0.66908,,,
NeuRoute,img1536,13,5,30,0.09,0.5,1,10000,16,1536,14.193362,3127.475306,3366.568837,2970.383344,61740136,61740136,0.66894,,,
NeuRoute,img1536,12,5,30,0.09,0.5,1,10000,16,1536,12.341881,2623.584344,2857.118421,3500.029935,52423429,52423429,0.66862,,,
NeuRoute,img1536,13,4,30,0.07,0.7,1,10000,16,1536,10.022819,1669.015484,1901.076541,5260.177475,34651667,34651667,0.6682,,,
NeuRoute,img1536,12,4,30,0.07,0.7,1,10000,16,1536,9.411058,1569.135229,1799.956714,5555.689158,32357564,32357564,0.66799,,,
NeuRoute,img1536,13,4,30,0.09,0.5,1,10000,16,1536,10.806373,2195.588793,2427.837792,4118.891317,44081478,44081478,0.66764,,,
NeuRoute,img1536,13,5,30,0.07,0.6,1,10000,16,1536,12.107991,2049.302636,2283.857631,4378.556642,42033015,42033015,0.66753,,,
NeuRoute,img1536,12,4,30,0.09,0.5,1,10000,16,1536,10.01275,1912.404243,2144.081197,4664.002471,38699018,38699018,0.66741,,,
NeuRoute,img1536,12,5,30,0.07,0.6,1,10000,16,1536,10.839926,1901.085898,2132.962377,4688.315231,38731257,38731257,0.66725,,,
NeuRoute,img1536,13,4,30,0.07,0.6,1,10000,16,1536,10.052445,1671.162422,1902.285474,5256.834548,34666830,34666830,0.66636,,,
NeuRoute,img1536,12,4,30,0.07,0.6,1,10000,16,1536,9.548827,1541.77767,1772.682191,5641.1691,32372727,32372727,0.66615,,,
NeuRoute,img1536,13,5,30,0.07,0.5,1,10000,16,1536,11.906261,2060.738111,2295.133057,4357.045867,42034913,42034913,0.66304,,,
NeuRoute,img1536,12,5,30,0.07,0.5,1,10000,16,1536,10.983165,1889.543351,2121.370367,4713.934047,38733155,38733155,0.66276,,,
NeuRoute,img1536,13,4,30,0.07,0.5,1,10000,16,1536,9.842189,1685.228916,1917.008652,5216.460546,34668728,34668728,0.66187,,,
NeuRoute,img1536,12,4,30,0.07,0.5,1,10000,16,1536,9.327561,1560.92069,1790.985442,5583.518305,32374625,32374625,0.66166,,,
NeuRoute,img1536,13,5,20,0.09,0.7,1,10000,16,1536,13.21914,2895.236967,3130.217262,3194.666428,55444620,55444620,0.62643,,,
NeuRoute,img1536,12,5,20,0.09,0.7,1,10000,16,1536,11.547095,2390.472633,2624.558346,3810.164866,46127913,46127913,0.62611,,,
NeuRoute,img1536,13,4,20,0.09,0.7,1,10000,16,1536,10.249545,1938.870316,2170.758486,4606.684744,37786141,37786141,0.62512,,,
NeuRoute,img1536,12,4,20,0.09,0.7,1,10000,16,1536,9.318755,1634.426546,1865.377304,5360.845754,32403681,32403681,0.62489,,,
NeuRoute,img1536,13,5,20,0.09,0.6,1,10000,16,1536,13.449383,2909.789645,3144.537053,3180.118355,55448519,55448519,0.62442,,,
NeuRoute,img1536,12,5,20,0.09,0.6,1,10000,16,1536,11.63955,2359.639307,2593.694293,3855.504493,46131812,46131812,0.6241,,,
NeuRoute,img1536,13,4,20,0.09,0.6,1,10000,16,1536,10.137304,1894.691352,2126.802502,4701.894036,37790040,37790040,0.62311,,,
NeuRoute,img1536,12,4,20,0.09,0.6,1,10000,16,1536,9.093992,1640.217246,1870.341971,5346.615836,32407580,32407580,0.62288,,,
NeuRoute,img1536,13,5,20,0.07,0.7,1,10000,16,1536,11.209941,1828.856242,2061.552813,4850.7125,35743081,35743081,0.62196,,,
NeuRoute,img1536,12,5,20,0.07,0.7,1,10000,16,1536,10.1083,1621.38501,1853.02772,5396.573344,32441322,32441322,0.62168,,,
NeuRoute,img1536,13,4,20,0.07,0.7,1,10000,16,1536,9.166729,1418.128264,1647.905335,6068.309743,28376860,28376860,0.62078,,,
NeuRoute,img1536,13,5,20,0.09,0.5,1,10000,16,1536,13.076652,2900.131021,3135.545142,3189.23809,55448617,55448617,0.62073,,,
NeuRoute,img1536,12,4,20,0.07,0.7,1,10000,16,1536,8.431807,1266.97266,1496.68087,6681.45107,26082756,26082756,0.62057,,,
NeuRoute,img1536,12,5,20,0.09,0.5,1,10000,16,1536,11.515025,2371.139004,2605.144506,3838.558658,46131910,46131910,0.62041,,,
NeuRoute,img1536,13,5,20,0.07,0.6,1,10000,16,1536,11.324577,1799.888776,2032.663975,4919.6523,35747903,35747903,0.62006,,,
NeuRoute,img1536,12,5,20,0.07,0.6,1,10000,16,1536,10.220892,1636.225649,1866.920867,5356.413427,32446144,32446144,0.61978,,,
NeuRoute,img1536,13,4,20,0.09,0.5,1,10000,16,1536,10.174885,1953.736563,2184.283662,4578.159959,37790138,37790138,0.61942,,,
NeuRoute,img1536,12,4,20,0.09,0.5,1,10000,16,1536,9.101156,1639.91078,1871.044683,5344.607796,32407678,32407678,0.61919,,,
NeuRoute,img1536,13,4,20,0.07,0.6,1,10000,16,1536,9.04532,1379.040154,1608.81481,6215.755808,28381682,28381682,0.61888,,,
NeuRoute,img1536,12,4,20,0.07,0.6,1,10000,16,1536,8.344953,1291.178401,1521.949231,6570.521405,26087578,26087578,0.61867,,,
NeuRoute,img1536,13,5,20,0.07,0.5,1,10000,16,1536,10.988235,1781.417098,2015.00214,4962.773886,35749121,35749121,0.61639,,,
NeuRoute,img1536,12,5,20,0.07,0.5,1,10000,16,1536,10.026426,1631.637341,1862.565606,5368.938398,32447362,32447362,0.61611,,,
NeuRoute,img1536,13,4,20,0.07,0.5,1,10000,16,1536,8.946375,1417.543374,1647.177256,6070.992034,28382900,28382900,0.61521,,,
NeuRoute,img1536,12,4,20,0.07,0.5,1,10000,16,1536,8.359911,1293.309749,1521.596938,6572.042668,26088796,26088796,0.615,,,
NeuRoute,img1536,13,5,10,0.09,0.7,1,10000,16,1536,12.222135,2652.643523,2889.130102,3461.249458,49106423,49106423,0.54236,,,
NeuRoute,img1536,12,5,10,0.09,0.7,1,10000,16,1536,10.563716,2154.910983,2387.571908,4188.355528,39789716,39789716,0.54204,,,
NeuRoute,img1536,13,5,10,0.09,0.6,1,10000,16,1536,12.366196,2615.653449,2852.538788,3505.649088,49104265,49104265,0.54141,,,
NeuRoute,img1536,12,5,10,0.09,0.6,1,10000,16,1536,10.451685,2137.935229,2371.073871,4217.498292,39787558,39787558,0.54109,,,
NeuRoute,img1536,13,4,10,0.09,0.7,1,10000,16,1536,9.319035,1652.071139,1882.966353,5310.769353,31447753,31447753,0.54106,,,
NeuRoute,img1536,12,4,10,0.09,0.7,1,10000,16,1536,8.448499,1391.087661,1620.772458,6169.897539,26065293,26065293,0.54083,,,
NeuRoute,img1536,13,4,10,0.09,0.6,1,10000,16,1536,9.152232,1665.393212,1895.1898,5276.516368,31445595,31445595,0.54011,,,
NeuRoute,img1536,12,4,10,0.09,0.6,1,10000,16,1536,8.36423,1376.894629,1605.647454,6228.017225,26063135,26063135,0.53988,,,
NeuRoute,img1536,13,5,10,0.09,0.5,1,10000,16,1536,12.812075,2625.153025,2864.149523,3491.437832,49103258,49103258,0.53971,,,
NeuRoute,img1536,12,5,10,0.09,0.5,1,10000,16,1536,10.529722,2113.708969,2345.280103,4263.883016,39786551,39786551,0.53939,,,
NeuRoute,img1536,13,5,10,0.07,0.7,1,10000,16,1536,10.107047,1515.85564,1750.325677,5713.222477,29407516,29407516,0.53928,,,
NeuRoute,img1536,12,5,10,0.07,0.7,1,10000,16,1536,9.09838,1349.598346,1579.62195,6330.628667,26105757,26105757,0.539,,,
NeuRoute,img1536,13,5,10,0.07,0.6,1,10000,16,1536,10.224418,1509.709954,1743.746965,5734.777006,29406568,29406568,0.53844,,,
NeuRoute,img1536,13,4,10,0.09,0.5,1,10000,16,1536,9.222053,1658.056465,1888.550674,5295.065755,31444588,31444588,0.53841,,,
NeuRoute,img1536,12,4,10,0.09,0.5,1,10000,16,1536,8.287596,1380.272682,1609.570732,6212.836629,26062128,26062128,0.53818,,,
NeuRoute,img1536,12,5,10,0.07,0.6,1,10000,16,1536,9.000746,1378.069469,1608.382998,6217.424589,26104809,26104809,0.53816,,,
NeuRoute,img1536,13,4,10,0.07,0.7,1,10000,16,1536,8.158954,1123.600974,1353.597056,7387.722924,22041115,22041115,0.53811,,,
NeuRoute,img1536,12,4,10,0.07,0.7,1,10000,16,1536,7.563975,1011.583633,1238.866693,8071.893495,19747011,19747011,0.5379,,,
NeuRoute,img1536,13,4,10,0.07,0.6,1,10000,16,1536,8.284489,1129.392374,1358.040653,7363.549816,22040167,22040167,0.53727,,,
NeuRoute,img1536,12,4,10,0.07,0.6,1,10000,16,1536,7.566149,1022.768607,1251.798423,7988.506629,19746063,19746063,0.53706,,,
NeuRoute,img1536,13,5,10,0.07,0.5,1,10000,16,1536,10.095025,1534.046911,1765.388234,5664.476407,29405949,29405949,0.53673,,,
NeuRoute,img1536,12,5,10,0.07,0.5,1,10000,16,1536,9.066781,1366.428046,1597.112543,6261.299521,26104190,26104190,0.53645,,,
NeuRoute,img1536,13,4,10,0.07,0.5,1,10000,16,1536,8.144797,1135.624826,1365.144582,7325.231431,22039548,22039548,0.53556,,,
NeuRoute,img1536,12,4,10,0.07,0.5,1,10000,16,1536,7.624027,1026.939822,1254.692425,7970.080795,19745444,19745444,0.53535,,,
